,date,year,month,day,maxt
13690,19371125,1937,11,25,14
13691,19371225,1937,12,25,18
13692,19370126,1937,1,26,14
13693,19370226,1937,2,26,23
13694,19370326,1937,3,26,14
13695,19370426,1937,4,26,29
13696,19370526,1937,5,26,33
13697,19370626,1937,6,26,31
13698,19370726,1937,7,26,35
13699,19370826,1937,8,26,32
13700,19370926,1937,9,26,31
13701,19371026,1937,10,26,26
13702,19371126,1937,11,26,18
13703,19371226,1937,12,26,22
13704,19370127,1937,1,27,21
13705,19370227,1937,2,27,21
13706,19370327,1937,3,27,16
13707,19370427,1937,4,27,29
13708,19370527,1937,5,27,34
13709,19370627,1937,6,27,31
13710,19370727,1937,7,27,33
13711,19370827,1937,8,27,32
13712,19370927,1937,9,27,33
13713,19371027,1937,10,27,29
13714,19371127,1937,11,27,23
13715,19371227,1937,12,27,20
13716,19370128,1937,1,28,24
13717,19370228,1937,2,28,18
13718,19370328,1937,3,28,15
13719,19370428,1937,4,28,27
13720,19370528,1937,5,28,34
13721,19370628,1937,6,28,33
13722,19370728,1937,7,28,32
13723,19370828,1937,8,28,29
13724,19370928,1937,9,28,30
13725,19371028,1937,10,28,29
13726,19371128,1937,11,28,24
13727,19371228,1937,12,28,20
13728,19370129,1937,1,29,21
13729,19370229,1937,2,29,-999
13730,19370329,1937,3,29,19
13731,19370429,1937,4,29,30
13732,19370529,1937,5,29,25
13733,19370629,1937,6,29,34
13734,19370729,1937,7,29,33
13735,19370829,1937,8,29,29
13736,19370929,1937,9,29,31
13737,19371029,1937,10,29,29
13738,19371129,1937,11,29,21
13739,19371229,1937,12,29,22
13740,19370130,1937,1,30,18
13741,19370230,1937,2,30,-999
13742,19370330,1937,3,30,19
13743,19370430,1937,4,30,31
13744,19370530,1937,5,30,29
13745,19370630,1937,6,30,34
13746,19370730,1937,7,30,33
13747,19370830,1937,8,30,32
13748,19370930,1937,9,30,31
13749,19371030,1937,10,30,29
13750,19371130,1937,11,30,20
13751,19371230,1937,12,30,22
13752,19370131,1937,1,31,22
13753,19370231,1937,2,31,-999
13754,19370331,1937,3,31,18
13755,19370431,1937,4,31,-999
13756,19370531,1937,5,31,28
13757,19370631,1937,6,31,-999
13758,19370731,1937,7,31,33
13759,19370831,1937,8,31,33
13760,19370931,1937,9,31,-999
13761,19371031,1937,10,31,29
13762,19371131,1937,11,31,-999
13763,19371231,1937,12,31,22
13764,19380101,1938,1,1,20
13765,19380201,1938,2,1,16
13766,19380301,1938,3,1,24
13767,19380401,1938,4,1,23
13768,19380501,1938,5,1,27
13769,19380601,1938,6,1,31
13770,19380701,1938,7,1,36
13771,19380801,1938,8,1,33
13772,19380901,1938,9,1,32
13773,19381001,1938,10,1,31
13774,19381101,1938,11,1,29
13775,19381201,1938,12,1,24
13776,19380102,1938,1,2,21
13777,19380202,1938,2,2,17
13778,19380302,1938,3,2,24
13779,19380402,1938,4,2,23
13780,19380502,1938,5,2,28
13781,19380602,1938,6,2,30
13782,19380702,1938,7,2,35
13783,19380802,1938,8,2,34
13784,19380902,1938,9,2,32
13785,19381002,1938,10,2,29
13786,19381102,1938,11,2,30
13787,19381202,1938,12,2,20
13788,19380103,1938,1,3,20
13789,19380203,1938,2,3,19
13790,19380303,1938,3,3,22
13791,19380403,1938,4,3,25
13792,19380503,1938,5,3,25
13793,19380603,1938,6,3,31
13794,19380703,1938,7,3,31
13795,19380803,1938,8,3,30
13796,19380903,1938,9,3,32
13797,19381003,1938,10,3,27
13798,19381103,1938,11,3,30
13799,19381203,1938,12,3,22
13800,19380104,1938,1,4,17
13801,19380204,1938,2,4,19
13802,19380304,1938,3,4,22
13803,19380404,1938,4,4,25
13804,19380504,1938,5,4,31
13805,19380604,1938,6,4,31
13806,19380704,1938,7,4,33
13807,19380804,1938,8,4,29
13808,19380904,1938,9,4,32
13809,19381004,1938,10,4,27
13810,19381104,1938,11,4,30
13811,19381204,1938,12,4,25
13812,19380105,1938,1,5,16
13813,19380205,1938,2,5,22
13814,19380305,1938,3,5,24
13815,19380405,1938,4,5,23
13816,19380505,1938,5,5,29
13817,19380605,1938,6,5,32
13818,19380705,1938,7,5,27
13819,19380805,1938,8,5,31
13820,19380905,1938,9,5,32
13821,19381005,1938,10,5,30
13822,19381105,1938,11,5,29
13823,19381205,1938,12,5,25
13824,19380106,1938,1,6,14
13825,19380206,1938,2,6,13
13826,19380306,1938,3,6,25
13827,19380406,1938,4,6,24
13828,19380506,1938,5,6,30
13829,19380606,1938,6,6,32
13830,19380706,1938,7,6,30
13831,19380806,1938,8,6,33
13832,19380906,1938,9,6,32
13833,19381006,1938,10,6,32
13834,19381106,1938,11,6,27
13835,19381206,1938,12,6,22
13836,19380107,1938,1,7,13
13837,19380207,1938,2,7,13
13838,19380307,1938,3,7,26
13839,19380407,1938,4,7,26
13840,19380507,1938,5,7,30
13841,19380607,1938,6,7,32
13842,19380707,1938,7,7,32
13843,19380807,1938,8,7,30
13844,19380907,1938,9,7,33
13845,19381007,1938,10,7,28
13846,19381107,1938,11,7,26
13847,19381207,1938,12,7,23
13848,19380108,1938,1,8,13
13849,19380208,1938,2,8,10
13850,19380308,1938,3,8,18
13851,19380408,1938,4,8,27
13852,19380508,1938,5,8,31
13853,19380608,1938,6,8,32
13854,19380708,1938,7,8,32
13855,19380808,1938,8,8,31
13856,19380908,1938,9,8,32
13857,19381008,1938,10,8,30
13858,19381108,1938,11,8,24
13859,19381208,1938,12,8,24
13860,19380109,1938,1,9,14
13861,19380209,1938,2,9,10
13862,19380309,1938,3,9,16
13863,19380409,1938,4,9,28
13864,19380509,1938,5,9,27
13865,19380609,1938,6,9,33
13866,19380709,1938,7,9,30
13867,19380809,1938,8,9,33
13868,19380909,1938,9,9,31
13869,19381009,1938,10,9,30
13870,19381109,1938,11,9,24
13871,19381209,1938,12,9,24
13872,19380110,1938,1,10,16
13873,19380210,1938,2,10,10
13874,19380310,1938,3,10,15
13875,19380410,1938,4,10,27
13876,19380510,1938,5,10,28
13877,19380610,1938,6,10,30
13878,19380710,1938,7,10,29
13879,19380810,1938,8,10,33
13880,19380910,1938,9,10,32
13881,19381010,1938,10,10,31
13882,19381110,1938,11,10,23
13883,19381210,1938,12,10,21
13884,19380111,1938,1,11,20
13885,19380211,1938,2,11,10
13886,19380311,1938,3,11,10
13887,19380411,1938,4,11,24
13888,19380511,1938,5,11,28
13889,19380611,1938,6,11,30
13890,19380711,1938,7,11,31
13891,19380811,1938,8,11,33
13892,19380911,1938,9,11,31
13893,19381011,1938,10,11,31
13894,19381111,1938,11,11,25
13895,19381211,1938,12,11,20
13896,19380112,1938,1,12,22
13897,19380212,1938,2,12,12
13898,19380312,1938,3,12,11
13899,19380412,1938,4,12,24
13900,19380512,1938,5,12,29
13901,19380612,1938,6,12,31
13902,19380712,1938,7,12,32
13903,19380812,1938,8,12,33
13904,19380912,1938,9,12,30
13905,19381012,1938,10,12,31
13906,19381112,1938,11,12,22
13907,19381212,1938,12,12,23
13908,19380113,1938,1,13,19
13909,19380213,1938,2,13,20
13910,19380313,1938,3,13,11
13911,19380413,1938,4,13,24
13912,19380513,1938,5,13,29
13913,19380613,1938,6,13,32
13914,19380713,1938,7,13,33
13915,19380813,1938,8,13,34
13916,19380913,1938,9,13,28
13917,19381013,1938,10,13,31
13918,19381113,1938,11,13,19
13919,19381213,1938,12,13,26
13920,19380114,1938,1,14,18
13921,19380214,1938,2,14,18
13922,19380314,1938,3,14,10
13923,19380414,1938,4,14,26
13924,19380514,1938,5,14,29
13925,19380614,1938,6,14,32
13926,19380714,1938,7,14,32
13927,19380814,1938,8,14,31
13928,19380914,1938,9,14,29
13929,19381014,1938,10,14,31
13930,19381114,1938,11,14,19
13931,19381214,1938,12,14,20
13932,19380115,1938,1,15,20
13933,19380215,1938,2,15,21
13934,19380315,1938,3,15,14
13935,19380415,1938,4,15,26
13936,19380515,1938,5,15,31
13937,19380615,1938,6,15,31
13938,19380715,1938,7,15,32
13939,19380815,1938,8,15,32
13940,19380915,1938,9,15,30
13941,19381015,1938,10,15,27
13942,19381115,1938,11,15,20
13943,19381215,1938,12,15,24
13944,19380116,1938,1,16,20
13945,19380216,1938,2,16,25
13946,19380316,1938,3,16,18
13947,19380416,1938,4,16,27
13948,19380516,1938,5,16,31
13949,19380616,1938,6,16,31
13950,19380716,1938,7,16,32
13951,19380816,1938,8,16,33
13952,19380916,1938,9,16,30
13953,19381016,1938,10,16,26
13954,19381116,1938,11,16,22
13955,19381216,1938,12,16,25
13956,19380117,1938,1,17,18
13957,19380217,1938,2,17,16
13958,19380317,1938,3,17,19
13959,19380417,1938,4,17,31
13960,19380517,1938,5,17,30
13961,19380617,1938,6,17,32
13962,19380717,1938,7,17,32
13963,19380817,1938,8,17,31
13964,19380917,1938,9,17,31
13965,19381017,1938,10,17,25
13966,19381117,1938,11,17,21
13967,19381217,1938,12,17,26
13968,19380118,1938,1,18,19
13969,19380218,1938,2,18,16
13970,19380318,1938,3,18,20
13971,19380418,1938,4,18,27
13972,19380518,1938,5,18,32
13973,19380618,1938,6,18,32
13974,19380718,1938,7,18,31
13975,19380818,1938,8,18,30
13976,19380918,1938,9,18,30
13977,19381018,1938,10,18,25
13978,19381118,1938,11,18,24
13979,19381218,1938,12,18,24
13980,19380119,1938,1,19,19
13981,19380219,1938,2,19,14
13982,19380319,1938,3,19,21
13983,19380419,1938,4,19,27
13984,19380519,1938,5,19,31
13985,19380619,1938,6,19,32
13986,19380719,1938,7,19,32
13987,19380819,1938,8,19,30
13988,19380919,1938,9,19,31
13989,19381019,1938,10,19,26
13990,19381119,1938,11,19,25
13991,19381219,1938,12,19,26
13992,19380120,1938,1,20,22
13993,19380220,1938,2,20,12
13994,19380320,1938,3,20,19
13995,19380420,1938,4,20,27
13996,19380520,1938,5,20,30
13997,19380620,1938,6,20,32
13998,19380720,1938,7,20,32
13999,19380820,1938,8,20,31
14000,19380920,1938,9,20,30
14001,19381020,1938,10,20,25
14002,19381120,1938,11,20,24
14003,19381220,1938,12,20,25
14004,19380121,1938,1,21,15
14005,19380221,1938,2,21,17
14006,19380321,1938,3,21,21
14007,19380421,1938,4,21,27
14008,19380521,1938,5,21,26
14009,19380621,1938,6,21,32
14010,19380721,1938,7,21,33
14011,19380821,1938,8,21,30
14012,19380921,1938,9,21,31
14013,19381021,1938,10,21,25
14014,19381121,1938,11,21,22
14015,19381221,1938,12,21,20
14016,19380122,1938,1,22,12
14017,19380222,1938,2,22,18
14018,19380322,1938,3,22,26
14019,19380422,1938,4,22,26
14020,19380522,1938,5,22,30
14021,19380622,1938,6,22,33
14022,19380722,1938,7,22,32
14023,19380822,1938,8,22,30
14024,19380922,1938,9,22,30
14025,19381022,1938,10,22,25
14026,19381122,1938,11,22,22
14027,19381222,1938,12,22,18
14028,19380123,1938,1,23,14
14029,19380223,1938,2,23,20
14030,19380323,1938,3,23,22
14031,19380423,1938,4,23,30
14032,19380523,1938,5,23,28
14033,19380623,1938,6,23,32
14034,19380723,1938,7,23,34
14035,19380823,1938,8,23,31
14036,19380923,1938,9,23,30
14037,19381023,1938,10,23,26
14038,19381123,1938,11,23,22
14039,19381223,1938,12,23,19
14040,19380124,1938,1,24,18
14041,19380224,1938,2,24,20
14042,19380324,1938,3,24,20
14043,19380424,1938,4,24,23
14044,19380524,1938,5,24,23
14045,19380624,1938,6,24,33
14046,19380724,1938,7,24,32
14047,19380824,1938,8,24,33
14048,19380924,1938,9,24,29
14049,19381024,1938,10,24,26
14050,19381124,1938,11,24,23
14051,19381224,1938,12,24,17
14052,19380125,1938,1,25,21
14053,19380225,1938,2,25,20
14054,19380325,1938,3,25,17
14055,19380425,1938,4,25,21
14056,19380525,1938,5,25,27
14057,19380625,1938,6,25,34
14058,19380725,1938,7,25,30
14059,19380825,1938,8,25,31
14060,19380925,1938,9,25,30
14061,19381025,1938,10,25,28
14062,19381125,1938,11,25,21
14063,19381225,1938,12,25,20
14064,19380126,1938,1,26,24
14065,19380226,1938,2,26,21
14066,19380326,1938,3,26,18
14067,19380426,1938,4,26,22
14068,19380526,1938,5,26,28
14069,19380626,1938,6,26,34
14070,19380726,1938,7,26,30
14071,19380826,1938,8,26,31
14072,19380926,1938,9,26,29
14073,19381026,1938,10,26,26
14074,19381126,1938,11,26,19
14075,19381226,1938,12,26,15
14076,19380127,1938,1,27,18
14077,19380227,1938,2,27,21
14078,19380327,1938,3,27,21
14079,19380427,1938,4,27,25
14080,19380527,1938,5,27,29
14081,19380627,1938,6,27,34
14082,19380727,1938,7,27,30
14083,19380827,1938,8,27,31
14084,19380927,1938,9,27,30
14085,19381027,1938,10,27,30
14086,19381127,1938,11,27,20
14087,19381227,1938,12,27,14
14088,19380128,1938,1,28,17
14089,19380228,1938,2,28,22
14090,19380328,1938,3,28,20
14091,19380428,1938,4,28,26
14092,19380528,1938,5,28,31
14093,19380628,1938,6,28,35
14094,19380728,1938,7,28,29
14095,19380828,1938,8,28,30
14096,19380928,1938,9,28,32
14097,19381028,1938,10,28,31
14098,19381128,1938,11,28,20
14099,19381228,1938,12,28,17
14100,19380129,1938,1,29,21
14101,19380229,1938,2,29,-999
14102,19380329,1938,3,29,23
14103,19380429,1938,4,29,27
14104,19380529,1938,5,29,30
14105,19380629,1938,6,29,35
14106,19380729,1938,7,29,31
14107,19380829,1938,8,29,32
14108,19380929,1938,9,29,28
14109,19381029,1938,10,29,31
14110,19381129,1938,11,29,23
14111,19381229,1938,12,29,17
14112,19380130,1938,1,30,22
14113,19380230,1938,2,30,-999
14114,19380330,1938,3,30,25
14115,19380430,1938,4,30,26
14116,19380530,1938,5,30,30
14117,19380630,1938,6,30,35
14118,19380730,1938,7,30,30
14119,19380830,1938,8,30,31
14120,19380930,1938,9,30,26
14121,19381030,1938,10,30,31
14122,19381130,1938,11,30,23
14123,19381230,1938,12,30,17
14124,19380131,1938,1,31,20
14125,19380231,1938,2,31,-999
14126,19380331,1938,3,31,23
14127,19380431,1938,4,31,-999
14128,19380531,1938,5,31,31
14129,19380631,1938,6,31,-999
14130,19380731,1938,7,31,31
14131,19380831,1938,8,31,31
14132,19380931,1938,9,31,-999
14133,19381031,1938,10,31,30
14134,19381131,1938,11,31,-999
14135,19381231,1938,12,31,17
14136,19390101,1939,1,1,19
14137,19390201,1939,2,1,21
14138,19390301,1939,3,1,19
14139,19390401,1939,4,1,25
14140,19390501,1939,5,1,29
14141,19390601,1939,6,1,25
14142,19390701,1939,7,1,31
14143,19390801,1939,8,1,33
14144,19390901,1939,9,1,32
14145,19391001,1939,10,1,22
14146,19391101,1939,11,1,25
14147,19391201,1939,12,1,18
14148,19390102,1939,1,2,22
14149,19390202,1939,2,2,23
14150,19390302,1939,3,2,18
14151,19390402,1939,4,2,27
14152,19390502,1939,5,2,25
14153,19390602,1939,6,2,28
14154,19390702,1939,7,2,32
14155,19390802,1939,8,2,33
14156,19390902,1939,9,2,34
14157,19391002,1939,10,2,24
14158,19391102,1939,11,2,24
14159,19391202,1939,12,2,21
14160,19390103,1939,1,3,19
14161,19390203,1939,2,3,19
14162,19390303,1939,3,3,22
14163,19390403,1939,4,3,18
14164,19390503,1939,5,3,24
14165,19390603,1939,6,3,29
14166,19390703,1939,7,3,34
14167,19390803,1939,8,3,27
14168,19390903,1939,9,3,34
14169,19391003,1939,10,3,27
14170,19391103,1939,11,3,26
14171,19391203,1939,12,3,19
14172,19390104,1939,1,4,21
14173,19390204,1939,2,4,18
14174,19390304,1939,3,4,22
14175,19390404,1939,4,4,14
14176,19390504,1939,5,4,25
14177,19390604,1939,6,4,27
14178,19390704,1939,7,4,33
14179,19390804,1939,8,4,33
14180,19390904,1939,9,4,33
14181,19391004,1939,10,4,28
14182,19391104,1939,11,4,28
14183,19391204,1939,12,4,18
14184,19390105,1939,1,5,16
14185,19390205,1939,2,5,20
14186,19390305,1939,3,5,24
14187,19390405,1939,4,5,14
14188,19390505,1939,5,5,28
14189,19390605,1939,6,5,29
14190,19390705,1939,7,5,34
14191,19390805,1939,8,5,33
14192,19390905,1939,9,5,33
14193,19391005,1939,10,5,31
14194,19391105,1939,11,5,28
14195,19391205,1939,12,5,19
14196,19390106,1939,1,6,11
14197,19390206,1939,2,6,21
14198,19390306,1939,3,6,26
14199,19390406,1939,4,6,20
14200,19390506,1939,5,6,29
14201,19390606,1939,6,6,30
14202,19390706,1939,7,6,34
14203,19390806,1939,8,6,32
14204,19390906,1939,9,6,33
14205,19391006,1939,10,6,30
14206,19391106,1939,11,6,28
14207,19391206,1939,12,6,20
14208,19390107,1939,1,7,10
14209,19390207,1939,2,7,23
14210,19390307,1939,3,7,24
14211,19390407,1939,4,7,21
14212,19390507,1939,5,7,29
14213,19390607,1939,6,7,32
14214,19390707,1939,7,7,35
14215,19390807,1939,8,7,32
14216,19390907,1939,9,7,32
14217,19391007,1939,10,7,31
14218,19391107,1939,11,7,30
14219,19391207,1939,12,7,23
14220,19390108,1939,1,8,16
14221,19390208,1939,2,8,17
14222,19390308,1939,3,8,21
14223,19390408,1939,4,8,22
14224,19390508,1939,5,8,27
14225,19390608,1939,6,8,32
14226,19390708,1939,7,8,36
14227,19390808,1939,8,8,32
14228,19390908,1939,9,8,31
14229,19391008,1939,10,8,30
14230,19391108,1939,11,8,30
14231,19391208,1939,12,8,23
14232,19390109,1939,1,9,18
14233,19390209,1939,2,9,18
14234,19390309,1939,3,9,20
14235,19390409,1939,4,9,21
14236,19390509,1939,5,9,29
14237,19390609,1939,6,9,29
14238,19390709,1939,7,9,35
14239,19390809,1939,8,9,31
14240,19390909,1939,9,9,32
14241,19391009,1939,10,9,30
14242,19391109,1939,11,9,30
14243,19391209,1939,12,9,22
14244,19390110,1939,1,10,19
14245,19390210,1939,2,10,23
14246,19390310,1939,3,10,22
14247,19390410,1939,4,10,25
14248,19390510,1939,5,10,29
14249,19390610,1939,6,10,31
14250,19390710,1939,7,10,35
14251,19390810,1939,8,10,30
14252,19390910,1939,9,10,32
14253,19391010,1939,10,10,30
14254,19391110,1939,11,10,25
14255,19391210,1939,12,10,22
14256,19390111,1939,1,11,16
14257,19390211,1939,2,11,25
14258,19390311,1939,3,11,22
14259,19390411,1939,4,11,25
14260,19390511,1939,5,11,29
14261,19390611,1939,6,11,30
14262,19390711,1939,7,11,35
14263,19390811,1939,8,11,31
14264,19390911,1939,9,11,32
14265,19391011,1939,10,11,31
14266,19391111,1939,11,11,25
14267,19391211,1939,12,11,20
14268,19390112,1939,1,12,17
14269,19390212,1939,2,12,25
14270,19390312,1939,3,12,24
14271,19390412,1939,4,12,29
14272,19390512,1939,5,12,26
14273,19390612,1939,6,12,28
14274,19390712,1939,7,12,36
14275,19390812,1939,8,12,31
14276,19390912,1939,9,12,32
14277,19391012,1939,10,12,31
14278,19391112,1939,11,12,25
14279,19391212,1939,12,12,18
14280,19390113,1939,1,13,16
14281,19390213,1939,2,13,23
14282,19390313,1939,3,13,19
14283,19390413,1939,4,13,27
14284,19390513,1939,5,13,29
14285,19390613,1939,6,13,32
14286,19390713,1939,7,13,37
14287,19390813,1939,8,13,34
14288,19390913,1939,9,13,32
14289,19391013,1939,10,13,31
14290,19391113,1939,11,13,24
14291,19391213,1939,12,13,19
14292,19390114,1939,1,14,18
14293,19390214,1939,2,14,23
14294,19390314,1939,3,14,18
14295,19390414,1939,4,14,26
14296,19390514,1939,5,14,29
14297,19390614,1939,6,14,31
14298,19390714,1939,7,14,36
14299,19390814,1939,8,14,35
14300,19390914,1939,9,14,32
14301,19391014,1939,10,14,30
14302,19391114,1939,11,14,25
14303,19391214,1939,12,14,20
14304,19390115,1939,1,15,20
14305,19390215,1939,2,15,20
14306,19390315,1939,3,15,17
14307,19390415,1939,4,15,24
14308,19390515,1939,5,15,26
14309,19390615,1939,6,15,31
14310,19390715,1939,7,15,36
14311,19390815,1939,8,15,34
14312,19390915,1939,9,15,33
14313,19391015,1939,10,15,33
14314,19391115,1939,11,15,24
14315,19391215,1939,12,15,19
14316,19390116,1939,1,16,18
14317,19390216,1939,2,16,21
14318,19390316,1939,3,16,17
14319,19390416,1939,4,16,22
14320,19390516,1939,5,16,25
14321,19390616,1939,6,16,31
14322,19390716,1939,7,16,35
14323,19390816,1939,8,16,31
14324,19390916,1939,9,16,33
14325,19391016,1939,10,16,32
14326,19391116,1939,11,16,22
14327,19391216,1939,12,16,21
14328,19390117,1939,1,17,23
14329,19390217,1939,2,17,23
14330,19390317,1939,3,17,17
14331,19390417,1939,4,17,21
14332,19390517,1939,5,17,28
14333,19390617,1939,6,17,32
14334,19390717,1939,7,17,31
14335,19390817,1939,8,17,33
14336,19390917,1939,9,17,31
14337,19391017,1939,10,17,31
14338,19391117,1939,11,17,24
14339,19391217,1939,12,17,22
14340,19390118,1939,1,18,21
14341,19390218,1939,2,18,24
14342,19390318,1939,3,18,20
14343,19390418,1939,4,18,24
14344,19390518,1939,5,18,30
14345,19390618,1939,6,18,31
14346,19390718,1939,7,18,30
14347,19390818,1939,8,18,29
14348,19390918,1939,9,18,32
14349,19391018,1939,10,18,31
14350,19391118,1939,11,18,28
14351,19391218,1939,12,18,20
14352,19390119,1939,1,19,16
14353,19390219,1939,2,19,24
14354,19390319,1939,3,19,18
14355,19390419,1939,4,19,23
14356,19390519,1939,5,19,30
14357,19390619,1939,6,19,30
14358,19390719,1939,7,19,27
14359,19390819,1939,8,19,30
14360,19390919,1939,9,19,34
14361,19391019,1939,10,19,31
14362,19391119,1939,11,19,28
14363,19391219,1939,12,19,19
14364,19390120,1939,1,20,20
14365,19390220,1939,2,20,21
14366,19390320,1939,3,20,19
14367,19390420,1939,4,20,23
14368,19390520,1939,5,20,27
14369,19390620,1939,6,20,30
14370,19390720,1939,7,20,27
14371,19390820,1939,8,20,31
14372,19390920,1939,9,20,32
14373,19391020,1939,10,20,30
14374,19391120,1939,11,20,30
14375,19391220,1939,12,20,20
14376,19390121,1939,1,21,21
14377,19390221,1939,2,21,19
14378,19390321,1939,3,21,20
14379,19390421,1939,4,21,28
14380,19390521,1939,5,21,28
14381,19390621,1939,6,21,32
14382,19390721,1939,7,21,32
14383,19390821,1939,8,21,32
14384,19390921,1939,9,21,30
14385,19391021,1939,10,21,30
14386,19391121,1939,11,21,28
14387,19391221,1939,12,21,21
14388,19390122,1939,1,22,17
14389,19390222,1939,2,22,20
14390,19390322,1939,3,22,19
14391,19390422,1939,4,22,26
14392,19390522,1939,5,22,31
14393,19390622,1939,6,22,31
14394,19390722,1939,7,22,33
14395,19390822,1939,8,22,30
14396,19390922,1939,9,22,31
14397,19391022,1939,10,22,29
14398,19391122,1939,11,22,26
14399,19391222,1939,12,22,20
14400,19390123,1939,1,23,21
14401,19390223,1939,2,23,23
14402,19390323,1939,3,23,18
14403,19390423,1939,4,23,24
14404,19390523,1939,5,23,32
14405,19390623,1939,6,23,32
14406,19390723,1939,7,23,30
14407,19390823,1939,8,23,29
14408,19390923,1939,9,23,31
14409,19391023,1939,10,23,29
14410,19391123,1939,11,23,26
14411,19391223,1939,12,23,19
14412,19390124,1939,1,24,18
14413,19390224,1939,2,24,23
14414,19390324,1939,3,24,21
14415,19390424,1939,4,24,22
14416,19390524,1939,5,24,34
14417,19390624,1939,6,24,32
14418,19390724,1939,7,24,31
14419,19390824,1939,8,24,32
14420,19390924,1939,9,24,31
14421,19391024,1939,10,24,26
14422,19391124,1939,11,24,23
14423,19391224,1939,12,24,18
14424,19390125,1939,1,25,23
14425,19390225,1939,2,25,26
14426,19390325,1939,3,25,20
14427,19390425,1939,4,25,23
14428,19390525,1939,5,25,31
14429,19390625,1939,6,25,32
14430,19390725,1939,7,25,31
14431,19390825,1939,8,25,32
14432,19390925,1939,9,25,29
14433,19391025,1939,10,25,26
14434,19391125,1939,11,25,24
14435,19391225,1939,12,25,18
14436,19390126,1939,1,26,24
14437,19390226,1939,2,26,22
14438,19390326,1939,3,26,18
14439,19390426,1939,4,26,25
14440,19390526,1939,5,26,24
14441,19390626,1939,6,26,32
14442,19390726,1939,7,26,32
14443,19390826,1939,8,26,30
14444,19390926,1939,9,26,27
14445,19391026,1939,10,26,27
14446,19391126,1939,11,26,19
14447,19391226,1939,12,26,18
14448,19390127,1939,1,27,23
14449,19390227,1939,2,27,24
14450,19390327,1939,3,27,20
14451,19390427,1939,4,27,26
14452,19390527,1939,5,27,26
14453,19390627,1939,6,27,32
14454,19390727,1939,7,27,29
14455,19390827,1939,8,27,32
14456,19390927,1939,9,27,27
14457,19391027,1939,10,27,29
14458,19391127,1939,11,27,18
14459,19391227,1939,12,27,20
14460,19390128,1939,1,28,20
14461,19390228,1939,2,28,18
14462,19390328,1939,3,28,26
14463,19390428,1939,4,28,22
14464,19390528,1939,5,28,28
14465,19390628,1939,6,28,32
14466,19390728,1939,7,28,30
14467,19390828,1939,8,28,33
14468,19390928,1939,9,28,25
14469,19391028,1939,10,28,28
14470,19391128,1939,11,28,22
14471,19391228,1939,12,28,20
14472,19390129,1939,1,29,20
14473,19390229,1939,2,29,-999
14474,19390329,1939,3,29,22
14475,19390429,1939,4,29,25
14476,19390529,1939,5,29,30
14477,19390629,1939,6,29,32
14478,19390729,1939,7,29,29
14479,19390829,1939,8,29,35
14480,19390929,1939,9,29,25
14481,19391029,1939,10,29,29
14482,19391129,1939,11,29,20
14483,19391229,1939,12,29,20
14484,19390130,1939,1,30,24
14485,19390230,1939,2,30,-999
14486,19390330,1939,3,30,23
14487,19390430,1939,4,30,25
14488,19390530,1939,5,30,26
14489,19390630,1939,6,30,32
14490,19390730,1939,7,30,32
14491,19390830,1939,8,30,34
14492,19390930,1939,9,30,24
14493,19391030,1939,10,30,24
14494,19391130,1939,11,30,22
14495,19391230,1939,12,30,20
14496,19390131,1939,1,31,21
14497,19390231,1939,2,31,-999
14498,19390331,1939,3,31,25
14499,19390431,1939,4,31,-999
14500,19390531,1939,5,31,26
14501,19390631,1939,6,31,-999
14502,19390731,1939,7,31,32
14503,19390831,1939,8,31,32
14504,19390931,1939,9,31,-999
14505,19391031,1939,10,31,21
14506,19391131,1939,11,31,-999
14507,19391231,1939,12,31,21
14508,19400101,1940,1,1,20
14509,19400201,1940,2,1,22
14510,19400301,1940,3,1,23
14511,19400401,1940,4,1,22
14512,19400501,1940,5,1,29
14513,19400601,1940,6,1,27
14514,19400701,1940,7,1,33
14515,19400801,1940,8,1,31
14516,19400901,1940,9,1,34
14517,19401001,1940,10,1,30
14518,19401101,1940,11,1,28
14519,19401201,1940,12,1,20
14520,19400102,1940,1,2,19
14521,19400202,1940,2,2,21
14522,19400302,1940,3,2,20
14523,19400402,1940,4,2,26
14524,19400502,1940,5,2,29
14525,19400602,1940,6,2,30
14526,19400702,1940,7,2,31
14527,19400802,1940,8,2,27
14528,19400902,1940,9,2,33
14529,19401002,1940,10,2,29
14530,19401102,1940,11,2,28
14531,19401202,1940,12,2,23
14532,19400103,1940,1,3,21
14533,19400203,1940,2,3,11
14534,19400303,1940,3,3,20
14535,19400403,1940,4,3,25
14536,19400503,1940,5,3,26
14537,19400603,1940,6,3,29
14538,19400703,1940,7,3,31
14539,19400803,1940,8,3,25
14540,19400903,1940,9,3,33
14541,19401003,1940,10,3,29
14542,19401103,1940,11,3,25
14543,19401203,1940,12,3,23
14544,19400104,1940,1,4,22
14545,19400204,1940,2,4,15
14546,19400304,1940,3,4,22
14547,19400404,1940,4,4,21
14548,19400504,1940,5,4,25
14549,19400604,1940,6,4,30
14550,19400704,1940,7,4,31
14551,19400804,1940,8,4,30
14552,19400904,1940,9,4,30
14553,19401004,1940,10,4,28
14554,19401104,1940,11,4,30
14555,19401204,1940,12,4,25
14556,19400105,1940,1,5,24
14557,19400205,1940,2,5,20
14558,19400305,1940,3,5,19
14559,19400405,1940,4,5,25
14560,19400505,1940,5,5,23
14561,19400605,1940,6,5,29
