,date,year,month,day,maxt
5933,19160630,1916,6,30,32
5934,19160730,1916,7,30,33
5935,19160830,1916,8,30,31
5936,19160930,1916,9,30,29
5937,19161030,1916,10,30,26
5938,19161130,1916,11,30,15
5939,19161230,1916,12,30,13
5940,19160131,1916,1,31,19
5941,19160231,1916,2,31,-999
5942,19160331,1916,3,31,23
5943,19160431,1916,4,31,-999
5944,19160531,1916,5,31,27
5945,19160631,1916,6,31,-999
5946,19160731,1916,7,31,33
5947,19160831,1916,8,31,32
5948,19160931,1916,9,31,-999
5949,19161031,1916,10,31,24
5950,19161131,1916,11,31,-999
5951,19161231,1916,12,31,16
5952,19170101,1917,1,1,18
5953,19170201,1917,2,1,18
5954,19170301,1917,3,1,11
5955,19170401,1917,4,1,17
5956,19170501,1917,5,1,23
5957,19170601,1917,6,1,29
5958,19170701,1917,7,1,30
5959,19170801,1917,8,1,30
5960,19170901,1917,9,1,33
5961,19171001,1917,10,1,29
5962,19171101,1917,11,1,27
5963,19171201,1917,12,1,23
5964,19170102,1917,1,2,15
5965,19170202,1917,2,2,17
5966,19170302,1917,3,2,10
5967,19170402,1917,4,2,20
5968,19170502,1917,5,2,25
5969,19170602,1917,6,2,30
5970,19170702,1917,7,2,31
5971,19170802,1917,8,2,30
5972,19170902,1917,9,2,33
5973,19171002,1917,10,2,29
5974,19171102,1917,11,2,29
5975,19171202,1917,12,2,22
5976,19170103,1917,1,3,12
5977,19170203,1917,2,3,15
5978,19170303,1917,3,3,17
5979,19170403,1917,4,3,17
5980,19170503,1917,5,3,25
5981,19170603,1917,6,3,29
5982,19170703,1917,7,3,31
5983,19170803,1917,8,3,28
5984,19170903,1917,9,3,32
5985,19171003,1917,10,3,30
5986,19171103,1917,11,3,26
5987,19171203,1917,12,3,22
5988,19170104,1917,1,4,11
5989,19170204,1917,2,4,18
5990,19170304,1917,3,4,15
5991,19170404,1917,4,4,18
5992,19170504,1917,5,4,29
5993,19170604,1917,6,4,28
5994,19170704,1917,7,4,31
5995,19170804,1917,8,4,31
5996,19170904,1917,9,4,29
5997,19171004,1917,10,4,30
5998,19171104,1917,11,4,25
5999,19171204,1917,12,4,21
6000,19170105,1917,1,5,11
6001,19170205,1917,2,5,18
6002,19170305,1917,3,5,16
6003,19170405,1917,4,5,20
6004,19170505,1917,5,5,24
6005,19170605,1917,6,5,29
6006,19170705,1917,7,5,31
6007,19170805,1917,8,5,30
6008,19170905,1917,9,5,31
6009,19171005,1917,10,5,28
6010,19171105,1917,11,5,23
6011,19171205,1917,12,5,21
6012,19170106,1917,1,6,8
6013,19170206,1917,2,6,19
6014,19170306,1917,3,6,15
6015,19170406,1917,4,6,22
6016,19170506,1917,5,6,23
6017,19170606,1917,6,6,29
6018,19170706,1917,7,6,30
6019,19170806,1917,8,6,28
6020,19170906,1917,9,6,31
6021,19171006,1917,10,6,29
6022,19171106,1917,11,6,23
6023,19171206,1917,12,6,16
6024,19170107,1917,1,7,9
6025,19170207,1917,2,7,20
6026,19170307,1917,3,7,16
6027,19170407,1917,4,7,24
6028,19170507,1917,5,7,24
6029,19170607,1917,6,7,29
6030,19170707,1917,7,7,32
6031,19170807,1917,8,7,29
6032,19170907,1917,9,7,32
6033,19171007,1917,10,7,30
6034,19171107,1917,11,7,24
6035,19171207,1917,12,7,15
6036,19170108,1917,1,8,6
6037,19170208,1917,2,8,14
6038,19170308,1917,3,8,22
6039,19170408,1917,4,8,24
6040,19170508,1917,5,8,26
6041,19170608,1917,6,8,28
6042,19170708,1917,7,8,31
6043,19170808,1917,8,8,29
6044,19170908,1917,9,8,32
6045,19171008,1917,10,8,29
6046,19171108,1917,11,8,24
6047,19171208,1917,12,8,16
6048,19170109,1917,1,9,8
6049,19170209,1917,2,9,14
6050,19170309,1917,3,9,21
6051,19170409,1917,4,9,24
6052,19170509,1917,5,9,31
6053,19170609,1917,6,9,26
6054,19170709,1917,7,9,31
6055,19170809,1917,8,9,30
6056,19170909,1917,9,9,33
6057,19171009,1917,10,9,30
6058,19171109,1917,11,9,23
6059,19171209,1917,12,9,19
6060,19170110,1917,1,10,11
6061,19170210,1917,2,10,17
6062,19170310,1917,3,10,20
6063,19170410,1917,4,10,23
6064,19170510,1917,5,10,28
6065,19170610,1917,6,10,29
6066,19170710,1917,7,10,31
6067,19170810,1917,8,10,27
6068,19170910,1917,9,10,32
6069,19171010,1917,10,10,30
6070,19171110,1917,11,10,20
6071,19171210,1917,12,10,21
6072,19170111,1917,1,11,11
6073,19170211,1917,2,11,15
6074,19170311,1917,3,11,19
6075,19170411,1917,4,11,23
6076,19170511,1917,5,11,27
6077,19170611,1917,6,11,29
6078,19170711,1917,7,11,31
6079,19170811,1917,8,11,32
6080,19170911,1917,9,11,33
6081,19171011,1917,10,11,30
6082,19171111,1917,11,11,19
6083,19171211,1917,12,11,20
6084,19170112,1917,1,12,16
6085,19170212,1917,2,12,15
6086,19170312,1917,3,12,22
6087,19170412,1917,4,12,19
6088,19170512,1917,5,12,29
6089,19170612,1917,6,12,30
6090,19170712,1917,7,12,32
6091,19170812,1917,8,12,32
6092,19170912,1917,9,12,33
6093,19171012,1917,10,12,30
6094,19171112,1917,11,12,20
6095,19171212,1917,12,12,20
6096,19170113,1917,1,13,18
6097,19170213,1917,2,13,19
6098,19170313,1917,3,13,25
6099,19170413,1917,4,13,21
6100,19170513,1917,5,13,29
6101,19170613,1917,6,13,30
6102,19170713,1917,7,13,35
6103,19170813,1917,8,13,28
6104,19170913,1917,9,13,33
6105,19171013,1917,10,13,29
6106,19171113,1917,11,13,21
6107,19171213,1917,12,13,18
6108,19170114,1917,1,14,20
6109,19170214,1917,2,14,16
6110,19170314,1917,3,14,24
6111,19170414,1917,4,14,20
6112,19170514,1917,5,14,30
6113,19170614,1917,6,14,31
6114,19170714,1917,7,14,30
6115,19170814,1917,8,14,28
6116,19170914,1917,9,14,33
6117,19171014,1917,10,14,30
6118,19171114,1917,11,14,21
6119,19171214,1917,12,14,18
6120,19170115,1917,1,15,18
6121,19170215,1917,2,15,21
6122,19170315,1917,3,15,17
6123,19170415,1917,4,15,19
6124,19170515,1917,5,15,29
6125,19170615,1917,6,15,30
6126,19170715,1917,7,15,27
6127,19170815,1917,8,15,30
6128,19170915,1917,9,15,31
6129,19171015,1917,10,15,29
6130,19171115,1917,11,15,23
6131,19171215,1917,12,15,14
6132,19170116,1917,1,16,17
6133,19170216,1917,2,16,23
6134,19170316,1917,3,16,18
6135,19170416,1917,4,16,22
6136,19170516,1917,5,16,23
6137,19170616,1917,6,16,31
6138,19170716,1917,7,16,27
6139,19170816,1917,8,16,31
6140,19170916,1917,9,16,31
6141,19171016,1917,10,16,31
6142,19171116,1917,11,16,20
6143,19171216,1917,12,16,16
6144,19170117,1917,1,17,21
6145,19170217,1917,2,17,24
6146,19170317,1917,3,17,19
6147,19170417,1917,4,17,22
6148,19170517,1917,5,17,22
6149,19170617,1917,6,17,30
6150,19170717,1917,7,17,29
6151,19170817,1917,8,17,31
6152,19170917,1917,9,17,31
6153,19171017,1917,10,17,31
6154,19171117,1917,11,17,21
6155,19171217,1917,12,17,17
6156,19170118,1917,1,18,15
6157,19170218,1917,2,18,25
6158,19170318,1917,3,18,24
6159,19170418,1917,4,18,21
6160,19170518,1917,5,18,20
6161,19170618,1917,6,18,30
6162,19170718,1917,7,18,31
6163,19170818,1917,8,18,34
6164,19170918,1917,9,18,32
6165,19171018,1917,10,18,30
6166,19171118,1917,11,18,20
6167,19171218,1917,12,18,16
6168,19170119,1917,1,19,15
6169,19170219,1917,2,19,17
6170,19170319,1917,3,19,25
6171,19170419,1917,4,19,23
6172,19170519,1917,5,19,25
6173,19170619,1917,6,19,30
6174,19170719,1917,7,19,32
6175,19170819,1917,8,19,34
6176,19170919,1917,9,19,33
6177,19171019,1917,10,19,30
6178,19171119,1917,11,19,21
6179,19171219,1917,12,19,20
6180,19170120,1917,1,20,19
6181,19170220,1917,2,20,16
6182,19170320,1917,3,20,21
6183,19170420,1917,4,20,23
6184,19170520,1917,5,20,25
6185,19170620,1917,6,20,29
6186,19170720,1917,7,20,33
6187,19170820,1917,8,20,29
6188,19170920,1917,9,20,33
6189,19171020,1917,10,20,31
6190,19171120,1917,11,20,20
6191,19171220,1917,12,20,19
6192,19170121,1917,1,21,20
6193,19170221,1917,2,21,18
6194,19170321,1917,3,21,22
6195,19170421,1917,4,21,23
6196,19170521,1917,5,21,26
6197,19170621,1917,6,21,28
6198,19170721,1917,7,21,33
6199,19170821,1917,8,21,30
6200,19170921,1917,9,21,30
6201,19171021,1917,10,21,29
6202,19171121,1917,11,21,21
6203,19171221,1917,12,21,20
6204,19170122,1917,1,22,20
6205,19170222,1917,2,22,17
6206,19170322,1917,3,22,24
6207,19170422,1917,4,22,24
6208,19170522,1917,5,22,28
6209,19170622,1917,6,22,30
6210,19170722,1917,7,22,30
6211,19170822,1917,8,22,30
6212,19170922,1917,9,22,31
6213,19171022,1917,10,22,29
6214,19171122,1917,11,22,21
6215,19171222,1917,12,22,17
6216,19170123,1917,1,23,17
6217,19170223,1917,2,23,18
6218,19170323,1917,3,23,23
6219,19170423,1917,4,23,26
6220,19170523,1917,5,23,27
6221,19170623,1917,6,23,28
6222,19170723,1917,7,23,31
6223,19170823,1917,8,23,31
6224,19170923,1917,9,23,32
6225,19171023,1917,10,23,30
6226,19171123,1917,11,23,23
6227,19171223,1917,12,23,14
6228,19170124,1917,1,24,17
6229,19170224,1917,2,24,23
6230,19170324,1917,3,24,19
6231,19170424,1917,4,24,24
6232,19170524,1917,5,24,26
6233,19170624,1917,6,24,28
6234,19170724,1917,7,24,31
6235,19170824,1917,8,24,32
6236,19170924,1917,9,24,29
6237,19171024,1917,10,24,31
6238,19171124,1917,11,24,24
6239,19171224,1917,12,24,13
6240,19170125,1917,1,25,17
6241,19170225,1917,2,25,22
6242,19170325,1917,3,25,14
6243,19170425,1917,4,25,20
6244,19170525,1917,5,25,23
6245,19170625,1917,6,25,27
6246,19170725,1917,7,25,26
6247,19170825,1917,8,25,31
6248,19170925,1917,9,25,29
6249,19171025,1917,10,25,30
6250,19171125,1917,11,25,25
6251,19171225,1917,12,25,14
6252,19170126,1917,1,26,20
6253,19170226,1917,2,26,23
6254,19170326,1917,3,26,13
6255,19170426,1917,4,26,22
6256,19170526,1917,5,26,24
6257,19170626,1917,6,26,29
6258,19170726,1917,7,26,26
6259,19170826,1917,8,26,32
6260,19170926,1917,9,26,32
6261,19171026,1917,10,26,30
6262,19171126,1917,11,26,24
6263,19171226,1917,12,26,14
6264,19170127,1917,1,27,20
6265,19170227,1917,2,27,22
6266,19170327,1917,3,27,15
6267,19170427,1917,4,27,23
6268,19170527,1917,5,27,28
6269,19170627,1917,6,27,29
6270,19170727,1917,7,27,26
6271,19170827,1917,8,27,32
6272,19170927,1917,9,27,32
6273,19171027,1917,10,27,28
6274,19171127,1917,11,27,23
6275,19171227,1917,12,27,16
6276,19170128,1917,1,28,17
6277,19170228,1917,2,28,19
6278,19170328,1917,3,28,18
6279,19170428,1917,4,28,24
6280,19170528,1917,5,28,28
6281,19170628,1917,6,28,31
6282,19170728,1917,7,28,26
6283,19170828,1917,8,28,32
6284,19170928,1917,9,28,31
6285,19171028,1917,10,28,28
6286,19171128,1917,11,28,19
6287,19171228,1917,12,28,16
6288,19170129,1917,1,29,15
6289,19170229,1917,2,29,-999
6290,19170329,1917,3,29,19
6291,19170429,1917,4,29,19
6292,19170529,1917,5,29,29
6293,19170629,1917,6,29,32
6294,19170729,1917,7,29,26
6295,19170829,1917,8,29,33
6296,19170929,1917,9,29,31
6297,19171029,1917,10,29,25
6298,19171129,1917,11,29,20
6299,19171229,1917,12,29,13
6300,19170130,1917,1,30,20
6301,19170230,1917,2,30,-999
6302,19170330,1917,3,30,19
6303,19170430,1917,4,30,19
6304,19170530,1917,5,30,30
6305,19170630,1917,6,30,28
6306,19170730,1917,7,30,29
6307,19170830,1917,8,30,32
6308,19170930,1917,9,30,30
6309,19171030,1917,10,30,20
6310,19171130,1917,11,30,20
6311,19171230,1917,12,30,13
6312,19170131,1917,1,31,17
6313,19170231,1917,2,31,-999
6314,19170331,1917,3,31,19
6315,19170431,1917,4,31,-999
6316,19170531,1917,5,31,31
6317,19170631,1917,6,31,-999
6318,19170731,1917,7,31,30
6319,19170831,1917,8,31,32
6320,19170931,1917,9,31,-999
6321,19171031,1917,10,31,23
6322,19171131,1917,11,31,-999
6323,19171231,1917,12,31,15
6324,19180101,1918,1,1,15
6325,19180201,1918,2,1,18
6326,19180301,1918,3,1,17
6327,19180401,1918,4,1,22
6328,19180501,1918,5,1,26
6329,19180601,1918,6,1,30
6330,19180701,1918,7,1,26
6331,19180801,1918,8,1,27
6332,19180901,1918,9,1,28
6333,19181001,1918,10,1,27
6334,19181101,1918,11,1,28
6335,19181201,1918,12,1,25
6336,19180102,1918,1,2,15
6337,19180202,1918,2,2,18
6338,19180302,1918,3,2,16
6339,19180402,1918,4,2,21
6340,19180502,1918,5,2,25
6341,19180602,1918,6,2,29
6342,19180702,1918,7,2,27
6343,19180802,1918,8,2,28
6344,19180902,1918,9,2,29
6345,19181002,1918,10,2,27
6346,19181102,1918,11,2,29
6347,19181202,1918,12,2,23
6348,19180103,1918,1,3,12
6349,19180203,1918,2,3,17
6350,19180303,1918,3,3,20
6351,19180403,1918,4,3,22
6352,19180503,1918,5,3,26
6353,19180603,1918,6,3,27
6354,19180703,1918,7,3,30
6355,19180803,1918,8,3,26
6356,19180903,1918,9,3,30
6357,19181003,1918,10,3,27
6358,19181103,1918,11,3,28
6359,19181203,1918,12,3,23
6360,19180104,1918,1,4,15
6361,19180204,1918,2,4,19
6362,19180304,1918,3,4,22
6363,19180404,1918,4,4,22
6364,19180504,1918,5,4,24
6365,19180604,1918,6,4,26
6366,19180704,1918,7,4,30
6367,19180804,1918,8,4,26
6368,19180904,1918,9,4,32
6369,19181004,1918,10,4,28
6370,19181104,1918,11,4,28
6371,19181204,1918,12,4,21
6372,19180105,1918,1,5,14
6373,19180205,1918,2,5,20
6374,19180305,1918,3,5,21
6375,19180405,1918,4,5,23
6376,19180505,1918,5,5,23
6377,19180605,1918,6,5,30
6378,19180705,1918,7,5,31
6379,19180805,1918,8,5,28
6380,19180905,1918,9,5,32
6381,19181005,1918,10,5,29
6382,19181105,1918,11,5,28
6383,19181205,1918,12,5,23
6384,19180106,1918,1,6,15
6385,19180206,1918,2,6,18
6386,19180306,1918,3,6,24
6387,19180406,1918,4,6,25
6388,19180506,1918,5,6,22
6389,19180606,1918,6,6,26
6390,19180706,1918,7,6,29
6391,19180806,1918,8,6,27
6392,19180906,1918,9,6,33
6393,19181006,1918,10,6,28
6394,19181106,1918,11,6,29
6395,19181206,1918,12,6,23
6396,19180107,1918,1,7,14
6397,19180207,1918,2,7,16
6398,19180307,1918,3,7,19
6399,19180407,1918,4,7,25
6400,19180507,1918,5,7,24
6401,19180607,1918,6,7,25
6402,19180707,1918,7,7,31
6403,19180807,1918,8,7,30
6404,19180907,1918,9,7,33
6405,19181007,1918,10,7,29
6406,19181107,1918,11,7,28
6407,19181207,1918,12,7,24
6408,19180108,1918,1,8,12
6409,19180208,1918,2,8,18
6410,19180308,1918,3,8,24
6411,19180408,1918,4,8,25
6412,19180508,1918,5,8,22
6413,19180608,1918,6,8,29
6414,19180708,1918,7,8,30
6415,19180808,1918,8,8,31
6416,19180908,1918,9,8,33
6417,19181008,1918,10,8,29
6418,19181108,1918,11,8,26
6419,19181208,1918,12,8,24
6420,19180109,1918,1,9,12
6421,19180209,1918,2,9,19
6422,19180309,1918,3,9,23
6423,19180409,1918,4,9,24
6424,19180509,1918,5,9,23
6425,19180609,1918,6,9,29
6426,19180709,1918,7,9,30
6427,19180809,1918,8,9,30
6428,19180909,1918,9,9,32
6429,19181009,1918,10,9,28
6430,19181109,1918,11,9,27
6431,19181209,1918,12,9,24
6432,19180110,1918,1,10,15
6433,19180210,1918,2,10,16
6434,19180310,1918,3,10,23
6435,19180410,1918,4,10,19
6436,19180510,1918,5,10,25
6437,19180610,1918,6,10,31
6438,19180710,1918,7,10,30
6439,19180810,1918,8,10,29
6440,19180910,1918,9,10,32
6441,19181010,1918,10,10,28
6442,19181110,1918,11,10,20
6443,19181210,1918,12,10,23
6444,19180111,1918,1,11,15
6445,19180211,1918,2,11,17
6446,19180311,1918,3,11,20
6447,19180411,1918,4,11,16
6448,19180511,1918,5,11,25
6449,19180611,1918,6,11,30
6450,19180711,1918,7,11,32
6451,19180811,1918,8,11,28
6452,19180911,1918,9,11,32
6453,19181011,1918,10,11,28
6454,19181111,1918,11,11,20
6455,19181211,1918,12,11,24
6456,19180112,1918,1,12,19
6457,19180212,1918,2,12,15
6458,19180312,1918,3,12,20
6459,19180412,1918,4,12,16
6460,19180512,1918,5,12,28
6461,19180612,1918,6,12,30
6462,19180712,1918,7,12,33
6463,19180812,1918,8,12,29
6464,19180912,1918,9,12,31
6465,19181012,1918,10,12,26
6466,19181112,1918,11,12,22
6467,19181212,1918,12,12,23
6468,19180113,1918,1,13,15
6469,19180213,1918,2,13,20
6470,19180313,1918,3,13,17
6471,19180413,1918,4,13,16
6472,19180513,1918,5,13,26
6473,19180613,1918,6,13,26
6474,19180713,1918,7,13,32
6475,19180813,1918,8,13,32
6476,19180913,1918,9,13,31
6477,19181013,1918,10,13,27
6478,19181113,1918,11,13,21
6479,19181213,1918,12,13,19
6480,19180114,1918,1,14,12
6481,19180214,1918,2,14,21
6482,19180314,1918,3,14,19
6483,19180414,1918,4,14,21
6484,19180514,1918,5,14,25
6485,19180614,1918,6,14,25
6486,19180714,1918,7,14,32
6487,19180814,1918,8,14,32
6488,19180914,1918,9,14,32
6489,19181014,1918,10,14,28
6490,19181114,1918,11,14,20
6491,19181214,1918,12,14,18
6492,19180115,1918,1,15,14
6493,19180215,1918,2,15,18
6494,19180315,1918,3,15,22
6495,19180415,1918,4,15,22
6496,19180515,1918,5,15,23
6497,19180615,1918,6,15,26
6498,19180715,1918,7,15,31
6499,19180815,1918,8,15,25
6500,19180915,1918,9,15,30
6501,19181015,1918,10,15,29
6502,19181115,1918,11,15,19
6503,19181215,1918,12,15,22
6504,19180116,1918,1,16,18
6505,19180216,1918,2,16,16
6506,19180316,1918,3,16,22
6507,19180416,1918,4,16,23
6508,19180516,1918,5,16,28
6509,19180616,1918,6,16,25
6510,19180716,1918,7,16,29
6511,19180816,1918,8,16,28
6512,19180916,1918,9,16,28
6513,19181016,1918,10,16,30
6514,19181116,1918,11,16,23
6515,19181216,1918,12,16,22
6516,19180117,1918,1,17,16
6517,19180217,1918,2,17,16
6518,19180317,1918,3,17,21
6519,19180417,1918,4,17,27
6520,19180517,1918,5,17,27
6521,19180617,1918,6,17,24
6522,19180717,1918,7,17,31
6523,19180817,1918,8,17,29
6524,19180917,1918,9,17,31
6525,19181017,1918,10,17,30
6526,19181117,1918,11,17,20
6527,19181217,1918,12,17,25
6528,19180118,1918,1,18,17
6529,19180218,1918,2,18,15
6530,19180318,1918,3,18,23
6531,19180418,1918,4,18,26
6532,19180518,1918,5,18,28
6533,19180618,1918,6,18,25
6534,19180718,1918,7,18,33
6535,19180818,1918,8,18,31
6536,19180918,1918,9,18,30
6537,19181018,1918,10,18,31
6538,19181118,1918,11,18,18
6539,19181218,1918,12,18,26
6540,19180119,1918,1,19,17
6541,19180219,1918,2,19,16
6542,19180319,1918,3,19,22
6543,19180419,1918,4,19,27
6544,19180519,1918,5,19,30
6545,19180619,1918,6,19,24
6546,19180719,1918,7,19,33
6547,19180819,1918,8,19,31
6548,19180919,1918,9,19,26
6549,19181019,1918,10,19,26
6550,19181119,1918,11,19,15
6551,19181219,1918,12,19,25
6552,19180120,1918,1,20,16
6553,19180220,1918,2,20,18
6554,19180320,1918,3,20,23
6555,19180420,1918,4,20,28
6556,19180520,1918,5,20,25
6557,19180620,1918,6,20,28
6558,19180720,1918,7,20,33
6559,19180820,1918,8,20,30
6560,19180920,1918,9,20,26
6561,19181020,1918,10,20,26
6562,19181120,1918,11,20,23
6563,19181220,1918,12,20,26
6564,19180121,1918,1,21,15
6565,19180221,1918,2,21,20
6566,19180321,1918,3,21,21
6567,19180421,1918,4,21,27
6568,19180521,1918,5,21,28
6569,19180621,1918,6,21,29
6570,19180721,1918,7,21,31
6571,19180821,1918,8,21,29
6572,19180921,1918,9,21,25
6573,19181021,1918,10,21,27
6574,19181121,1918,11,21,21
6575,19181221,1918,12,21,22
6576,19180122,1918,1,22,15
6577,19180222,1918,2,22,22
6578,19180322,1918,3,22,19
6579,19180422,1918,4,22,29
6580,19180522,1918,5,22,28
6581,19180622,1918,6,22,30
6582,19180722,1918,7,22,31
6583,19180822,1918,8,22,29
6584,19180922,1918,9,22,25
6585,19181022,1918,10,22,31
6586,19181122,1918,11,22,20
6587,19181222,1918,12,22,24
6588,19180123,1918,1,23,15
6589,19180223,1918,2,23,19
6590,19180323,1918,3,23,23
6591,19180423,1918,4,23,30
6592,19180523,1918,5,23,30
6593,19180623,1918,6,23,31
6594,19180723,1918,7,23,28
6595,19180823,1918,8,23,31
6596,19180923,1918,9,23,28
6597,19181023,1918,10,23,29
6598,19181123,1918,11,23,17
6599,19181223,1918,12,23,23
6600,19180124,1918,1,24,17
6601,19180224,1918,2,24,20
6602,19180324,1918,3,24,23
6603,19180424,1918,4,24,26
6604,19180524,1918,5,24,30
6605,19180624,1918,6,24,30
6606,19180724,1918,7,24,30
6607,19180824,1918,8,24,31
6608,19180924,1918,9,24,27
6609,19181024,1918,10,24,28
6610,19181124,1918,11,24,19
6611,19181224,1918,12,24,23
6612,19180125,1918,1,25,15
6613,19180225,1918,2,25,23
6614,19180325,1918,3,25,26
6615,19180425,1918,4,25,26
6616,19180525,1918,5,25,28
6617,19180625,1918,6,25,31
6618,19180725,1918,7,25,31
6619,19180825,1918,8,25,32
6620,19180925,1918,9,25,28
6621,19181025,1918,10,25,24
6622,19181125,1918,11,25,16
6623,19181225,1918,12,25,20
6624,19180126,1918,1,26,15
6625,19180226,1918,2,26,24
6626,19180326,1918,3,26,19
6627,19180426,1918,4,26,30
6628,19180526,1918,5,26,29
6629,19180626,1918,6,26,32
6630,19180726,1918,7,26,31
6631,19180826,1918,8,26,30
6632,19180926,1918,9,26,28
6633,19181026,1918,10,26,25
6634,19181126,1918,11,26,20
6635,19181226,1918,12,26,20
6636,19180127,1918,1,27,14
6637,19180227,1918,2,27,23
6638,19180327,1918,3,27,18
6639,19180427,1918,4,27,27
6640,19180527,1918,5,27,29
6641,19180627,1918,6,27,31
6642,19180727,1918,7,27,33
6643,19180827,1918,8,27,28
6644,19180927,1918,9,27,27
6645,19181027,1918,10,27,27
6646,19181127,1918,11,27,23
6647,19181227,1918,12,27,16
6648,19180128,1918,1,28,14
6649,19180228,1918,2,28,19
6650,19180328,1918,3,28,19
6651,19180428,1918,4,28,30
6652,19180528,1918,5,28,30
6653,19180628,1918,6,28,32
6654,19180728,1918,7,28,34
6655,19180828,1918,8,28,29
6656,19180928,1918,9,28,26
6657,19181028,1918,10,28,28
6658,19181128,1918,11,28,23
6659,19181228,1918,12,28,13
6660,19180129,1918,1,29,17
6661,19180229,1918,2,29,-999
6662,19180329,1918,3,29,19
6663,19180429,1918,4,29,28
6664,19180529,1918,5,29,29
6665,19180629,1918,6,29,34
6666,19180729,1918,7,29,34
6667,19180829,1918,8,29,29
6668,19180929,1918,9,29,30
6669,19181029,1918,10,29,28
6670,19181129,1918,11,29,22
6671,19181229,1918,12,29,14
6672,19180130,1918,1,30,18
6673,19180230,1918,2,30,-999
6674,19180330,1918,3,30,22
6675,19180430,1918,4,30,23
6676,19180530,1918,5,30,29
6677,19180630,1918,6,30,32
6678,19180730,1918,7,30,28
6679,19180830,1918,8,30,31
6680,19180930,1918,9,30,25
6681,19181030,1918,10,30,30
6682,19181130,1918,11,30,22
6683,19181230,1918,12,30,13
6684,19180131,1918,1,31,16
6685,19180231,1918,2,31,-999
6686,19180331,1918,3,31,22
6687,19180431,1918,4,31,-999
6688,19180531,1918,5,31,30
6689,19180631,1918,6,31,-999
6690,19180731,1918,7,31,28
6691,19180831,1918,8,31,29
6692,19180931,1918,9,31,-999
6693,19181031,1918,10,31,27
6694,19181131,1918,11,31,-999
6695,19181231,1918,12,31,16
6696,19190101,1919,1,1,18
6697,19190201,1919,2,1,13
6698,19190301,1919,3,1,24
6699,19190401,1919,4,1,15
6700,19190501,1919,5,1,31
6701,19190601,1919,6,1,30
6702,19190701,1919,7,1,34
6703,19190801,1919,8,1,34
6704,19190901,1919,9,1,31
6705,19191001,1919,10,1,33
6706,19191101,1919,11,1,26
6707,19191201,1919,12,1,18
6708,19190102,1919,1,2,18
6709,19190202,1919,2,2,9
6710,19190302,1919,3,2,24
6711,19190402,1919,4,2,20
6712,19190502,1919,5,2,28
6713,19190602,1919,6,2,31
6714,19190702,1919,7,2,34
6715,19190802,1919,8,2,31
6716,19190902,1919,9,2,32
6717,19191002,1919,10,2,34
6718,19191102,1919,11,2,25
6719,19191202,1919,12,2,16
6720,19190103,1919,1,3,13
6721,19190203,1919,2,3,6
6722,19190303,1919,3,3,20
6723,19190403,1919,4,3,19
6724,19190503,1919,5,3,27
6725,19190603,1919,6,3,32
6726,19190703,1919,7,3,35
6727,19190803,1919,8,3,34
6728,19190903,1919,9,3,31
6729,19191003,1919,10,3,33
6730,19191103,1919,11,3,28
6731,19191203,1919,12,3,21
6732,19190104,1919,1,4,15
6733,19190204,1919,2,4,10
6734,19190304,1919,3,4,23
6735,19190404,1919,4,4,19
6736,19190504,1919,5,4,27
6737,19190604,1919,6,4,32
6738,19190704,1919,7,4,28
6739,19190804,1919,8,4,34
6740,19190904,1919,9,4,31
6741,19191004,1919,10,4,28
6742,19191104,1919,11,4,29
6743,19191204,1919,12,4,21
6744,19190105,1919,1,5,18
6745,19190205,1919,2,5,11
6746,19190305,1919,3,5,23
6747,19190405,1919,4,5,23
6748,19190505,1919,5,5,30
6749,19190605,1919,6,5,32
6750,19190705,1919,7,5,26
6751,19190805,1919,8,5,34
6752,19190905,1919,9,5,31
6753,19191005,1919,10,5,28
6754,19191105,1919,11,5,29
6755,19191205,1919,12,5,21
6756,19190106,1919,1,6,22
6757,19190206,1919,2,6,15
6758,19190306,1919,3,6,25
6759,19190406,1919,4,6,25
6760,19190506,1919,5,6,31
6761,19190606,1919,6,6,32
6762,19190706,1919,7,6,29
6763,19190806,1919,8,6,35
6764,19190906,1919,9,6,31
6765,19191006,1919,10,6,30
6766,19191106,1919,11,6,27
6767,19191206,1919,12,6,19
6768,19190107,1919,1,7,22
6769,19190207,1919,2,7,18
6770,19190307,1919,3,7,23
6771,19190407,1919,4,7,27
6772,19190507,1919,5,7,32
6773,19190607,1919,6,7,31
6774,19190707,1919,7,7,31
6775,19190807,1919,8,7,34
6776,19190907,1919,9,7,33
6777,19191007,1919,10,7,28
6778,19191107,1919,11,7,27
6779,19191207,1919,12,7,20
6780,19190108,1919,1,8,18
6781,19190208,1919,2,8,16
6782,19190308,1919,3,8,22
6783,19190408,1919,4,8,29
6784,19190508,1919,5,8,31
6785,19190608,1919,6,8,28
6786,19190708,1919,7,8,31
6787,19190808,1919,8,8,32
6788,19190908,1919,9,8,33
6789,19191008,1919,10,8,30
6790,19191108,1919,11,8,23
6791,19191208,1919,12,8,19
6792,19190109,1919,1,9,20
6793,19190209,1919,2,9,15
6794,19190309,1919,3,9,22
6795,19190409,1919,4,9,28
6796,19190509,1919,5,9,30
6797,19190609,1919,6,9,32
6798,19190709,1919,7,9,31
6799,19190809,1919,8,9,34
6800,19190909,1919,9,9,34
6801,19191009,1919,10,9,29
6802,19191109,1919,11,9,18
6803,19191209,1919,12,9,18
6804,19190110,1919,1,10,25
6805,19190210,1919,2,10,11
